0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,3892
15,3892
16,3892
17,3892
18,3892
19,3892
20,3892
21,3892
22,3892
23,3892
24,3892
25,3892
26,3892
27,3892
28,3892
29,3892
30,3900
31,3900
32,3900
33,3900
34,3900
35,3900
36,3900
37,3900
38,3900
39,3900
40,3900
41,3900
42,3900
43,3900
44,3900
45,3900
46,3900
47,3900
48,3900
49,3900
50,3900
51,3900
52,3900
53,3900
54,3900
55,3900
56,3900
57,3900
58,3900
59,3900
60,3900
61,3900
62,3900
63,3900
64,3900
65,3900
66,3900
67,3900
68,3900
69,3900
70,3900
71,3900
72,3900
73,3900
74,3900
75,3900
76,3900
77,3900
78,3900
79,3900
80,3900
81,3900
82,3900
83,3900
84,3900
85,3900
86,3900
87,3900
88,3900
89,3900
90,3900
91,3900
92,3900
93,3900
94,3900
95,3900
96,3900
97,3900
98,3900
