0,2243
1,2249
2,2249
3,2249
4,2249
5,2249
6,2249
7,2249
8,2249
9,2249
10,2249
11,2249
12,2249
13,2249
14,2249
15,2249
16,2249
17,2249
18,2249
19,2249
20,2249
21,2249
22,2249
23,2249
24,2249
25,2249
26,2249
27,2249
28,2249
29,2249
30,2249
31,2249
32,2249
33,2249
34,2249
35,2249
36,2249
37,2249
38,2249
39,2249
40,2249
41,2249
42,2249
43,2249
44,2249
45,2249
46,2249
47,2249
48,2249
49,2249
50,2249
51,2249
52,2249
53,2249
54,2249
55,2249
56,2249
57,2249
58,2249
59,2249
60,2249
61,2249
62,2249
63,2249
64,2249
65,2249
66,2249
67,2249
68,2249
69,2249
70,2249
71,2249
72,2249
73,2249
74,2249
75,2249
76,2249
77,2249
78,2249
79,2249
80,2249
81,2249
82,2249
83,2249
84,2249
85,2249
86,2249
87,2249
88,2249
89,2249
90,2249
91,2249
92,2249
93,2249
94,2249
95,2249
96,2249
97,2249
98,2249
